"Module"	"Gene1"	"Gene2"
"M5"	"PTP4A1"	"POR"
"M5"	"PTP4A1"	"CMTM7"
"M5"	"PTP4A1"	"HK2"
"M5"	"PTP4A1"	"PDS5A"
"M5"	"PTP4A1"	"CD38"
"M5"	"PTP4A1"	"TTC32"
"M5"	"PTP4A1"	"ARHGEF16"
"M5"	"PTP4A1"	"PRDX2"
"M5"	"PTP4A1"	"CRHBP"
"M5"	"PTP4A1"	"PTGIR"
"M5"	"PTP4A1"	"KCNG2"
"M5"	"PTP4A1"	"GATA6"
"M5"	"PTP4A1"	"DACT1"
"M5"	"PTP4A1"	"ACAN"
"M5"	"PTP4A1"	"TCAP"
"M5"	"PTP4A1"	"PPFIA3"
"M5"	"PTP4A1"	"CENPO"
"M5"	"PTP4A1"	"PTPN2"
"M5"	"PTP4A1"	"GBAS"
"M5"	"PTP4A1"	"DDR2"
"M5"	"PTP4A1"	"APBB3"
"M5"	"PTP4A1"	"IRX2"
"M5"	"PTP4A1"	"DES"
"M5"	"PTP4A1"	"GPI"
"M5"	"PTP4A1"	"PREX2"
"M5"	"PTP4A1"	"USP6NL"
"M5"	"PTP4A1"	"ELAVL1"
"M5"	"PTP4A1"	"VTN"
"M5"	"PTP4A1"	"THOC6"
"M5"	"PTP4A1"	"PSMB2"
"M5"	"PTP4A1"	"RIPK1"
"M5"	"PTP4A1"	"ST13"
"M5"	"PTP4A1"	"ARHGAP33"
"M5"	"PTP4A1"	"RORA"
"M5"	"PTP4A1"	"MAGI3"
"M5"	"PTP4A1"	"TNIP1"
"M5"	"PTP4A1"	"STRBP"
"M5"	"PTP4A1"	"MAGI1"
"M5"	"PTP4A1"	"ACOX3"
"M5"	"PTP4A1"	"VKORC1"
"M5"	"PTP4A1"	"CCDC12"
"M5"	"PTP4A1"	"TUBA3D"
"M5"	"PTP4A1"	"SMAD2"
"M5"	"PTP4A1"	"TTYH2"
"M5"	"PTP4A1"	"RPL7A"
"M5"	"PTP4A1"	"ALB"
"M5"	"PTP4A1"	"ZNF707"
"M5"	"PTP4A1"	"SMAD4"
"M5"	"PTP4A1"	"KLHL15"
"M5"	"PTP4A1"	"GTF2H5"
"M5"	"PTP4A1"	"C12orf10"
"M5"	"PTP4A1"	"NOS2"
"M5"	"PTP4A1"	"FAT4"
"M5"	"PTP4A1"	"SELV"
"M5"	"PTP4A1"	"ZSCAN16"
"M5"	"PTP4A1"	"WDR24"
"M5"	"PTP4A1"	"CHST1"
"M5"	"PTP4A1"	"MB21D2"
"M5"	"PTP4A1"	"ZDHHC12"
"M5"	"PTP4A1"	"DOHH"
"M5"	"PTP4A1"	"FSD1"
"M5"	"PTP4A1"	"MRPS36"
"M5"	"PTP4A1"	"TMEM9"
"M5"	"PTP4A1"	"RAB43"
"M5"	"PTP4A1"	"IMPAD1"
"M5"	"PTP4A1"	"TULP4"
"M5"	"PTP4A1"	"TMEM41A"
"M5"	"PTP4A1"	"MPPE1"
"M5"	"PTP4A1"	"ZNF493"
"M5"	"PTP4A1"	"B3GNT2"
"M5"	"PTP4A1"	"MARVELD2"
"M5"	"PTP4A1"	"ZNF146"
"M5"	"PTP4A1"	"TVP23B"
"M5"	"PTP4A1"	"SLC43A3"
"M5"	"PTP4A1"	"DEGS1"
"M5"	"PTP4A1"	"HDGFRP2"
"M5"	"PTP4A1"	"HSPBAP1"
"M5"	"PTP4A1"	"SLC25A26"
"M5"	"PTP4A1"	"RIMKLA"
"M5"	"PTP4A1"	"LRRC3"
"M5"	"PTP4A1"	"GPR119"
"M5"	"PTP4A1"	"MICB"
"M5"	"PTP4A1"	"FFAR2"
"M5"	"PTP4A1"	"THAP6"
"M5"	"PTP4A1"	"PALM2"
"M5"	"PTP4A1"	"LRRN4CL"
"M5"	"PTP4A1"	"NPM2"
"M5"	"PTP4A1"	"ERV3-1"
"M5"	"PTP4A1"	"ANKRD65"
"M5"	"PTP4A1"	"FBP2"
"M5"	"PTP4A1"	"IL34"
"M5"	"PTP4A1"	"CSMD2"
"M5"	"PTP4A1"	"TULP1"
"M5"	"PTP4A1"	"FAM227B"
"M5"	"PTP4A1"	"TCP10"
"M5"	"PTP4A1"	"CHST14"
"M5"	"PTP4A1"	"OSR2"
"M5"	"PTP4A1"	"MT1B"
"M5"	"PTP4A1"	"FGF6"
"M5"	"PTP4A1"	"HTRA4"
"M5"	"PTP4A1"	"DNAH1"
"M5"	"PTP4A1"	"MEF2BNB"
"M5"	"PTP4A1"	"SNX16"
"M5"	"PTP4A1"	"STARD3"
"M5"	"PTP4A1"	"ISCA2"
"M5"	"PTP4A1"	"CBLN2"
"M5"	"PTP4A1"	"MYO1D"
"M5"	"PTP4A1"	"WDR89"
"M5"	"PTP4A1"	"SUGP2"
"M5"	"PTP4A1"	"THG1L"
"M5"	"PTP4A1"	"SCRN1"
"M5"	"PTP4A1"	"MPZL1"
"M5"	"PTP4A1"	"KIAA0226"
"M5"	"PTP4A1"	"SYMPK"
"M5"	"PTP4A1"	"VPS52"
"M5"	"PTP4A1"	"BRDT"
"M5"	"PTP4A1"	"ITFG2"
"M5"	"PTP4A1"	"FAM49A"
"M5"	"PTP4A1"	"NR1H4"
"M5"	"PTP4A1"	"KMT2B"
"M5"	"PTP4A1"	"MEIG1"
"M5"	"PTP4A1"	"ARSE"
"M5"	"PTP4A1"	"PDC"
"M5"	"PTP4A1"	"BATF3"
"M5"	"PTP4A1"	"MLF1"
"M5"	"PTP4A1"	"GSR"
"M5"	"PTP4A1"	"MSI1"
"M5"	"PTP4A1"	"NFAT5"
"M5"	"PTP4A1"	"TATDN1"
"M5"	"PTP4A1"	"AKT1S1"
"M5"	"PTP4A1"	"PPM1K"
"M5"	"PTP4A1"	"ANKRD17"
"M5"	"PTP4A1"	"CC2D2A"
"M5"	"PTP4A1"	"BLOC1S4"
"M5"	"PTP4A1"	"L3MBTL2"
"M5"	"PTP4A1"	"TMBIM4"
"M5"	"PTP4A1"	"CD19"
"M5"	"PTP4A1"	"ZSWIM2"
"M5"	"PTP4A1"	"FOXE1"
"M5"	"PTP4A1"	"DSCR3"
"M5"	"PTP4A1"	"IRF5"
"M5"	"PTP4A1"	"ZC4H2"
"M5"	"PTP4A1"	"ATP13A2"
"M5"	"PTP4A1"	"PPAP2C"
"M5"	"PTP4A1"	"QSER1"
"M5"	"PTP4A1"	"SLC22A4"
"M5"	"PTP4A1"	"CDC14B"
"M5"	"PTP4A1"	"DDAH2"
"M5"	"PTP4A1"	"GRID2IP"
"M5"	"PTP4A1"	"BID"
"M5"	"PTP4A1"	"ZNF184"
"M5"	"PTP4A1"	"CCDC85A"
"M5"	"PTP4A1"	"APOL5"
"M5"	"PTP4A1"	"HS1BP3"
"M5"	"PTP4A1"	"ERCC8"
"M5"	"PTP4A1"	"N6AMT2"
"M5"	"PTP4A1"	"YIPF6"
"M5"	"PTP4A1"	"TMEM171"
"M5"	"PTP4A1"	"SRGAP1"
"M5"	"PTP4A1"	"SPIN1"
"M5"	"PTP4A1"	"CXorf48"
"M5"	"PTP4A1"	"DCUN1D5"
"M5"	"PTP4A1"	"CTTNBP2NL"
"M5"	"PTP4A1"	"NDUFV3"
"M5"	"PTP4A1"	"STIM1"
"M5"	"PTP4A1"	"BLNK"
"M5"	"PTP4A1"	"PPP1CA"
"M5"	"PTP4A1"	"CD86"
"M5"	"PTP4A1"	"SIX1"
"M5"	"PTP4A1"	"ZNF485"
"M5"	"PTP4A1"	"GHRH"
"M5"	"PTP4A1"	"KLK3"
"M5"	"PTP4A1"	"TMPRSS3"
"M5"	"PTP4A1"	"MARCH3"
"M5"	"PTP4A1"	"DDX52"
"M5"	"PTP4A1"	"SLC30A3"
"M5"	"PTP4A1"	"CHRNB2"
"M5"	"PTP4A1"	"IMPG1"
"M5"	"PTP4A1"	"IPO8"
"M5"	"PTP4A1"	"CCER1"
"M5"	"PTP4A1"	"ZSWIM3"
"M5"	"PTP4A1"	"HINT1"
"M5"	"PTP4A1"	"MAFA"
"M5"	"PTP4A1"	"PLK3"
"M5"	"PTP4A1"	"BET1L"
"M5"	"PTP4A1"	"HDAC9"
"M5"	"PTP4A1"	"SSX2IP"
"M5"	"PTP4A1"	"C8orf74"
"M5"	"PTP4A1"	"RAD9B"
"M5"	"PTP4A1"	"SPIB"
"M5"	"PTP4A1"	"MTRF1L"
"M5"	"PTP4A1"	"ACTG1"
"M5"	"PTP4A1"	"MRPS10"
"M5"	"PTP4A1"	"IPCEF1"
"M5"	"PTP4A1"	"PDZRN4"
"M5"	"PTP4A1"	"DDX4"
"M5"	"PTP4A1"	"PSMD13"
"M5"	"PTP4A1"	"OLFM2"
"M5"	"PTP4A1"	"RNF146"
"M5"	"PTP4A1"	"UQCRC1"
"M5"	"PTP4A1"	"NFE2L2"
"M5"	"PTP4A1"	"ITGAV"
"M5"	"PTP4A1"	"AP2A2"
"M5"	"PTP4A1"	"IAPP"
"M5"	"PTP4A1"	"RIBC2"
"M5"	"PTP4A1"	"GNRH2"
"M5"	"PTP4A1"	"SPAG9"
"M5"	"PTP4A1"	"CAPRIN2"
"M5"	"PTP4A1"	"ST7"
"M5"	"PTP4A1"	"UBOX5"
"M5"	"PTP4A1"	"TRMT10B"
"M5"	"PTP4A1"	"EXOC2"
"M5"	"PTP4A1"	"MRPS35"
"M5"	"PTP4A1"	"ZNF765"
"M5"	"PTP4A1"	"LIPC"
"M5"	"PTP4A1"	"SMNDC1"
"M5"	"PTP4A1"	"PRAMEF4"
"M5"	"PTP4A1"	"CD63"
"M5"	"PTP4A1"	"SERF1A"
"M5"	"PTP4A1"	"PDE6B"
"M5"	"PTP4A1"	"UBAP1"
"M5"	"PTP4A1"	"NSMCE4A"
"M5"	"PTP4A1"	"RNF10"
"M5"	"PTP4A1"	"BLVRA"
"M5"	"PTP4A1"	"PTPRO"
"M5"	"PTP4A1"	"CAND1"
"M5"	"PTP4A1"	"STX10"
"M5"	"PTP4A1"	"LRRC57"
"M5"	"PTP4A1"	"MRPL47"
"M5"	"PTP4A1"	"SOCS5"
"M5"	"PTP4A1"	"SGCE"
"M5"	"PTP4A1"	"TMEM165"
"M5"	"PTP4A1"	"ZFYVE26"
"M5"	"PTP4A1"	"KIR3DL2"
"M5"	"PTP4A1"	"TRIM46"
"M5"	"PTP4A1"	"RB1"
"M5"	"PTP4A1"	"SHOX"
"M5"	"PTP4A1"	"TTN"
"M5"	"PTP4A1"	"RNF123"
"M5"	"PTP4A1"	"RASGRF1"
"M5"	"PTP4A1"	"SRP54"
"M5"	"PTP4A1"	"ANKMY2"
"M5"	"PTP4A1"	"UTP18"
"M5"	"PTP4A1"	"FUCA1"
"M5"	"PTP4A1"	"HMGA1"
"M5"	"PTP4A1"	"ZCCHC8"
"M5"	"PTP4A1"	"GNAI3"
"M5"	"PTP4A1"	"KRT25"
"M5"	"PTP4A1"	"LARGE"
"M5"	"PTP4A1"	"S1PR2"
"M5"	"PTP4A1"	"CHD1"
"M5"	"PTP4A1"	"CAMK2D"
"M5"	"PTP4A1"	"CD320"
"M5"	"PTP4A1"	"FBLL1"
"M5"	"PTP4A1"	"TNFAIP8L1"
"M5"	"PTP4A1"	"TIAL1"
"M5"	"PTP4A1"	"PPP1R3G"
"M5"	"PTP4A1"	"GRM8"
"M5"	"PTP4A1"	"MED22"
"M5"	"PTP4A1"	"TPRG1L"
"M5"	"PTP4A1"	"NACA"
"M5"	"PTP4A1"	"MTA3"
"M5"	"PTP4A1"	"PRKAG3"
"M5"	"PTP4A1"	"GCC1"
"M5"	"PTP4A1"	"FREM2"
"M5"	"PTP4A1"	"MYH2"
"M5"	"PTP4A1"	"PRDM13"
"M5"	"PTP4A1"	"RNPEPL1"
"M5"	"PTP4A1"	"VAPA"
"M5"	"PTP4A1"	"AOX1"
"M5"	"PTP4A1"	"EP300"
"M5"	"PTP4A1"	"CD2BP2"
"M5"	"PTP4A1"	"ZNF629"
"M5"	"PTP4A1"	"GRIN2A"
"M5"	"PTP4A1"	"INPP5F"
"M5"	"PTP4A1"	"GSN"
"M5"	"PTP4A1"	"RBM48"
"M5"	"PTP4A1"	"EPHA2"
"M5"	"PTP4A1"	"ZNF30"
"M5"	"PTP4A1"	"ALG9"
"M5"	"PTP4A1"	"DCTN3"
"M5"	"PTP4A1"	"PHF11"
"M5"	"PTP4A1"	"LYST"
"M5"	"PTP4A1"	"CCDC151"
"M5"	"PTP4A1"	"CEACAM1"
"M5"	"PTP4A1"	"ST6GALNAC6"
"M5"	"PTP4A1"	"NFKB1"
"M5"	"PTP4A1"	"RXFP1"
"M5"	"PTP4A1"	"FAM53C"
"M5"	"PTP4A1"	"PSMC3"
"M5"	"PTP4A1"	"DVL2"
"M5"	"PTP4A1"	"FAT3"
"M5"	"PTP4A1"	"SLC16A5"
"M5"	"PTP4A1"	"MPP5"
"M5"	"PTP4A1"	"CCRL2"
"M5"	"PTP4A1"	"PPFIBP1"
"M5"	"PTP4A1"	"PRSS21"
"M5"	"PTP4A1"	"TBC1D1"
"M5"	"PTP4A1"	"SRPRB"
"M5"	"PTP4A1"	"CYB5B"
"M5"	"PTP4A1"	"RPS16"
"M5"	"PTP4A1"	"NELL2"
"M5"	"PTP4A1"	"TWF1"
"M5"	"PTP4A1"	"RBMXL3"
"M5"	"PTP4A1"	"PRMT5"
"M5"	"PTP4A1"	"SLC25A6"
"M5"	"PTP4A1"	"ATR"
"M5"	"PTP4A1"	"KCTD4"
"M5"	"PTP4A1"	"ATP6V0D2"
"M5"	"PTP4A1"	"MSH6"
"M5"	"PTP4A1"	"NUDT3"
"M5"	"PTP4A1"	"MSH2"
"M5"	"PTP4A1"	"TYSND1"
"M5"	"PTP4A1"	"EVI5"
"M5"	"PTP4A1"	"CD1D"
"M5"	"PTP4A1"	"CST9"
"M5"	"PTP4A1"	"THRA"
"M5"	"PTP4A1"	"SOS2"
"M5"	"PTP4A1"	"PRR14"
"M5"	"PTP4A1"	"MST1"
"M5"	"PTP4A1"	"KLF8"
"M5"	"PTP4A1"	"GSTT1"
"M5"	"PTP4A1"	"IL16"
"M5"	"PTP4A1"	"SAPCD2"
"M5"	"PTP4A1"	"ELMO1"
"M5"	"PTP4A1"	"SLC40A1"
"M5"	"PTP4A1"	"ITPRIPL1"
"M5"	"PTP4A1"	"RALGPS2"
"M5"	"PTP4A1"	"CRB1"
"M5"	"PTP4A1"	"ZNF20"
"M5"	"PTP4A1"	"SRP14"
"M5"	"PTP4A1"	"SNRK"
"M5"	"PTP4A1"	"POFUT2"
"M5"	"PTP4A1"	"ATP5S"
"M5"	"PTP4A1"	"ACTB"
"M5"	"PTP4A1"	"NCAM2"
"M5"	"PTP4A1"	"C9orf50"
"M5"	"PTP4A1"	"BBOX1"
"M5"	"PTP4A1"	"TK2"
"M5"	"PTP4A1"	"EPB41L5"
"M5"	"PTP4A1"	"TH"
"M5"	"PTP4A1"	"NDUFC2"
"M5"	"PTP4A1"	"FSD2"
"M5"	"PTP4A1"	"TNK1"
"M5"	"PTP4A1"	"DCPS"
"M5"	"PTP4A1"	"MLLT4"
"M5"	"PTP4A1"	"STON1"
"M5"	"PTP4A1"	"PAX6"
"M5"	"PTP4A1"	"CRYGD"
"M5"	"PTP4A1"	"MINOS1"
"M5"	"PTP4A1"	"TWIST1"
"M5"	"PTP4A1"	"LY6G5B"
"M5"	"PTP4A1"	"TFAP2B"
"M5"	"PTP4A1"	"RBM42"
"M5"	"PTP4A1"	"PRPF38B"
"M5"	"PTP4A1"	"NOP58"
"M5"	"PTP4A1"	"NCSTN"
"M5"	"PTP4A1"	"ARAP2"
"M5"	"PTP4A1"	"SLC35D1"
"M5"	"PTP4A1"	"AKR1C3"
"M5"	"PTP4A1"	"SEMA4D"
"M5"	"PTP4A1"	"RIMS2"
"M5"	"PTP4A1"	"CTDNEP1"
"M5"	"PTP4A1"	"HIPK2"
"M5"	"PTP4A1"	"CAMLG"
"M5"	"PTP4A1"	"MAD1L1"
"M5"	"PTP4A1"	"RCC2"
"M5"	"PTP4A1"	"CTNND1"
"M5"	"PTP4A1"	"BAG2"
"M5"	"PTP4A1"	"RPL12"
"M5"	"PTP4A1"	"TRIP13"
"M5"	"PTP4A1"	"GABRD"
"M5"	"PTP4A1"	"ZFYVE21"
"M5"	"PTP4A1"	"SPTY2D1"
"M5"	"PTP4A1"	"UROS"
"M5"	"PTP4A1"	"CCBE1"
"M5"	"PTP4A1"	"MTIF3"
"M5"	"PTP4A1"	"ZNF529"
"M5"	"PTP4A1"	"MMAB"
"M5"	"PTP4A1"	"ANKRD55"
"M5"	"PTP4A1"	"LAMC3"
"M5"	"PTP4A1"	"NR2F2"
"M5"	"PTP4A1"	"MROH2B"
"M5"	"PTP4A1"	"HIST1H4A"
"M5"	"PTP4A1"	"NECAB3"
"M5"	"PTP4A1"	"TELO2"
"M5"	"PTP4A1"	"TRA2B"
"M5"	"PTP4A1"	"ARMC1"
"M5"	"PTP4A1"	"SULT1A2"
"M5"	"PTP4A1"	"CWF19L1"
"M5"	"PTP4A1"	"UBA5"
"M5"	"PTP4A1"	"RQCD1"
"M5"	"PTP4A1"	"TMEM128"
"M5"	"PTP4A1"	"POLB"
"M5"	"PTP4A1"	"TJP2"
"M5"	"PTP4A1"	"FANCM"
"M5"	"PTP4A1"	"CYSLTR2"
"M5"	"PTP4A1"	"PGM1"
"M5"	"PTP4A1"	"CRKL"
"M5"	"PTP4A1"	"KRCC1"
"M5"	"PTP4A1"	"PAK1IP1"
"M5"	"PTP4A1"	"TNNI1"
"M5"	"PTP4A1"	"TARBP1"
"M5"	"PTP4A1"	"LSG1"
"M5"	"PTP4A1"	"GRAMD1C"
"M5"	"PTP4A1"	"ZNF423"
"M5"	"PTP4A1"	"TCEAL1"
"M5"	"PTP4A1"	"CCDC88C"
"M5"	"PTP4A1"	"OR2H1"
"M5"	"PTP4A1"	"KDM1A"
"M5"	"PTP4A1"	"C14orf80"
"M5"	"PTP4A1"	"LEPROTL1"
"M5"	"PTP4A1"	"DOPEY1"
"M5"	"PTP4A1"	"SNTG2"
"M5"	"PTP4A1"	"NLRP7"
"M5"	"PTP4A1"	"GHSR"
"M5"	"PTP4A1"	"ATF5"
"M5"	"PTP4A1"	"ERAP2"
"M5"	"PTP4A1"	"EIF3A"
"M5"	"PTP4A1"	"MED24"
"M5"	"PTP4A1"	"PCDHA6"
"M5"	"PTP4A1"	"RAB39B"
"M5"	"PTP4A1"	"GOLM1"
"M5"	"PTP4A1"	"NAP1L4"
"M5"	"PTP4A1"	"FTSJ2"
"M5"	"PTP4A1"	"FAM117A"
"M5"	"PTP4A1"	"ALYREF"
"M5"	"PTP4A1"	"C16orf89"
"M5"	"PTP4A1"	"TP73"
"M5"	"PTP4A1"	"ZNF492"
"M5"	"PTP4A1"	"PFN1"
"M5"	"PTP4A1"	"BCL6B"
"M5"	"PTP4A1"	"ZNF347"
"M5"	"PTP4A1"	"DTNA"
"M5"	"PTP4A1"	"OMG"
"M5"	"PTP4A1"	"DGKG"
"M5"	"PTP4A1"	"BCL7A"
"M5"	"PTP4A1"	"ARID5B"
"M5"	"PTP4A1"	"TTC12"
"M5"	"PTP4A1"	"RFFL"
"M5"	"PTP4A1"	"FLOT1"
"M5"	"PTP4A1"	"IL10RB"
"M5"	"PTP4A1"	"PARD3B"
"M5"	"PTP4A1"	"ZNF474"
"M5"	"PTP4A1"	"ERCC2"
"M5"	"PTP4A1"	"FKBP11"
"M5"	"PTP4A1"	"YIPF5"
"M5"	"PTP4A1"	"TEX264"
"M5"	"PTP4A1"	"DCTN5"
"M5"	"PTP4A1"	"CSF1R"
"M5"	"PTP4A1"	"MAP2K1"
"M5"	"PTP4A1"	"ADAT2"
"M5"	"PTP4A1"	"SLC5A7"
"M5"	"PTP4A1"	"MSTO1"
"M5"	"PTP4A1"	"MARCH2"
"M5"	"PTP4A1"	"TFF1"
"M5"	"PTP4A1"	"MRPS12"
"M5"	"PTP4A1"	"RTN3"
"M5"	"PTP4A1"	"RSPH9"
"M5"	"PTP4A1"	"MYC"
"M5"	"PTP4A1"	"ABCD4"
"M5"	"PTP4A1"	"PTPRN2"
"M5"	"PTP4A1"	"GNB2"
"M5"	"PTP4A1"	"GRIK1"
"M5"	"PTP4A1"	"FAM76B"
"M5"	"PTP4A1"	"ANKRD13D"
"M5"	"PTP4A1"	"RASGRP4"
"M5"	"PTP4A1"	"TMEM39A"
"M5"	"PTP4A1"	"HIF1A"
"M5"	"PTP4A1"	"RCAN1"
"M5"	"PTP4A1"	"CPS1"
"M5"	"PTP4A1"	"CYBA"
"M5"	"PTP4A1"	"HOXD12"
"M5"	"PTP4A1"	"ZNF488"
"M5"	"PTP4A1"	"KRT1"
"M5"	"PTP4A1"	"CWC27"
"M5"	"PTP4A1"	"CCT3"
"M5"	"PTP4A1"	"EXPH5"
"M5"	"PTP4A1"	"ROCK1"
"M5"	"PTP4A1"	"ZBED2"
"M5"	"PTP4A1"	"CENPP"
"M5"	"PTP4A1"	"AVEN"
"M5"	"PTP4A1"	"CEP85"
"M5"	"PTP4A1"	"GAS8"
"M5"	"PTP4A1"	"KCTD1"
"M5"	"PTP4A1"	"ARID1B"
"M5"	"PTP4A1"	"CAST"
"M5"	"PTP4A1"	"WDR26"
"M5"	"PTP4A1"	"PIWIL3"
"M5"	"PTP4A1"	"ALDH6A1"
"M5"	"PTP4A1"	"LMF1"
"M5"	"PTP4A1"	"ABHD4"
"M5"	"PTP4A1"	"TSSC1"
"M5"	"PTP4A1"	"GPM6A"
"M5"	"PTP4A1"	"DPCD"
"M5"	"PTP4A1"	"HOXA2"
"M5"	"PTP4A1"	"TNFRSF10B"
"M5"	"PTP4A1"	"SRSF6"
"M5"	"PTP4A1"	"CST3"
"M5"	"PTP4A1"	"PELI1"
"M5"	"PTP4A1"	"WBP2"
"M5"	"PTP4A1"	"SIGLEC1"
"M5"	"PTP4A1"	"HIST1H1B"
"M5"	"PTP4A1"	"TRPS1"
"M5"	"PTP4A1"	"SAMHD1"
"M5"	"PTP4A1"	"VHL"
"M5"	"PTP4A1"	"ZNF548"
"M5"	"PTP4A1"	"KLHL8"
"M5"	"PTP4A1"	"CPSF2"
"M5"	"PTP4A1"	"BMPER"
"M5"	"PTP4A1"	"ERVW-1"
"M5"	"PTP4A1"	"MED16"
"M5"	"PTP4A1"	"MED27"
"M5"	"PTP4A1"	"WBP4"
"M5"	"PTP4A1"	"SLC9A3"
"M5"	"PTP4A1"	"TNR"
"M5"	"PTP4A1"	"CD6"
"M5"	"PTP4A1"	"PLRG1"
"M5"	"PTP4A1"	"ZIC3"
"M5"	"PTP4A1"	"GBA2"
"M5"	"PTP4A1"	"PAN3"
"M5"	"PTP4A1"	"HTR1F"
"M5"	"PTP4A1"	"SH2B3"
"M5"	"PTP4A1"	"MAP3K8"
"M5"	"PTP4A1"	"HIST1H2AJ"
"M5"	"PTP4A1"	"E2F6"
"M5"	"PTP4A1"	"PPP3CC"
"M5"	"PTP4A1"	"NTSR1"
"M5"	"PTP4A1"	"FHOD1"
"M5"	"PTP4A1"	"HSPA5"
"M5"	"PTP4A1"	"CHCHD6"
"M5"	"PTP4A1"	"PEX14"
"M5"	"PTP4A1"	"RAPGEF5"
"M5"	"PTP4A1"	"LARP4"
"M5"	"PTP4A1"	"DDX43"
"M5"	"PTP4A1"	"CYTH2"
"M5"	"PTP4A1"	"TMEM19"
"M5"	"PTP4A1"	"SCAPER"
"M5"	"PTP4A1"	"STIM2"
"M5"	"PTP4A1"	"PHKA2"
"M5"	"PTP4A1"	"RNF181"
"M5"	"PTP4A1"	"KCNA10"
"M5"	"PTP4A1"	"PISD"
"M5"	"PTP4A1"	"FGR"
"M5"	"PTP4A1"	"GPBP1"
"M5"	"PTP4A1"	"TNFAIP8L2"
"M5"	"PTP4A1"	"HTR3A"
"M5"	"PTP4A1"	"MANBA"
"M5"	"PTP4A1"	"KRT16"
"M5"	"PTP4A1"	"TBC1D20"
"M5"	"PTP4A1"	"RPA3"
"M5"	"PTP4A1"	"GABPA"
"M5"	"PTP4A1"	"TIPARP"
"M5"	"PTP4A1"	"OR8B2"
"M5"	"PTP4A1"	"C11orf52"
"M5"	"PTP4A1"	"C6orf106"
"M5"	"PTP4A1"	"SP4"
"M5"	"PTP4A1"	"TAF6"
"M5"	"PTP4A1"	"ACAD11"
"M5"	"PTP4A1"	"SPINT2"
"M5"	"PTP4A1"	"CTSA"
"M5"	"PTP4A1"	"KCNE4"
"M5"	"PTP4A1"	"HIF3A"
"M5"	"PTP4A1"	"ABCB8"
"M5"	"PTP4A1"	"IGSF5"
"M5"	"PTP4A1"	"HBEGF"
"M5"	"PTP4A1"	"LARP6"
"M5"	"PTP4A1"	"MB21D1"
"M5"	"PTP4A1"	"TIMM10B"
"M5"	"PTP4A1"	"PLEKHA6"
"M5"	"PTP4A1"	"MAGEE1"
"M5"	"PTP4A1"	"PNPT1"
"M5"	"PTP4A1"	"TBRG4"
"M5"	"PTP4A1"	"CD3D"
"M5"	"PTP4A1"	"TUBG1"
"M5"	"PTP4A1"	"PPP2R5D"
"M5"	"PTP4A1"	"ITM2A"
"M5"	"PTP4A1"	"TOR2A"
"M5"	"PTP4A1"	"RGS20"
"M5"	"PTP4A1"	"GNL2"
"M5"	"PTP4A1"	"ABHD3"
"M5"	"PTP4A1"	"PKP3"
"M5"	"PTP4A1"	"PPP1R3C"
"M5"	"PTP4A1"	"TRIT1"
"M5"	"PTP4A1"	"ZBTB8A"
"M5"	"PTP4A1"	"AK7"
"M5"	"PTP4A1"	"SERP1"
"M5"	"PTP4A1"	"ECM1"
"M5"	"PTP4A1"	"ACBD3"
"M5"	"PTP4A1"	"PLA2G16"
"M5"	"PTP4A1"	"DCUN1D2"
"M5"	"PTP4A1"	"OPRD1"
"M5"	"PTP4A1"	"LRRC37B"
"M5"	"PTP4A1"	"KIAA1407"
"M5"	"PTP4A1"	"GSTM1"
"M5"	"PTP4A1"	"TRAF1"
"M5"	"PTP4A1"	"TMUB2"
"M5"	"PTP4A1"	"SLC39A3"
"M5"	"PTP4A1"	"HINFP"
"M5"	"PTP4A1"	"MAPT"
"M5"	"PTP4A1"	"ZFHX2"
"M5"	"PTP4A1"	"THOC5"
"M5"	"PTP4A1"	"ELOVL1"
"M5"	"PTP4A1"	"ZHX2"
"M5"	"PTP4A1"	"NUTM2A"
"M5"	"PTP4A1"	"ATP5B"
"M5"	"PTP4A1"	"GPS2"
"M5"	"PTP4A1"	"PIK3R5"
"M5"	"PTP4A1"	"SLC19A2"
"M5"	"PTP4A1"	"GABARAPL1"
"M5"	"PTP4A1"	"CPSF3"
"M5"	"PTP4A1"	"SMYD5"
"M5"	"PTP4A1"	"DUOX1"
"M5"	"PTP4A1"	"ZNF226"
"M5"	"PTP4A1"	"PPA2"
"M5"	"PTP4A1"	"TMEM214"
"M5"	"PTP4A1"	"M1AP"
"M5"	"PTP4A1"	"ADAM29"
"M5"	"PTP4A1"	"CCNE2"
"M5"	"PTP4A1"	"PIGG"
"M5"	"PTP4A1"	"FCAR"
"M5"	"PTP4A1"	"INA"
"M5"	"PTP4A1"	"STARD4"
"M5"	"PTP4A1"	"SEPT14"
"M5"	"PTP4A1"	"TP53AIP1"
"M5"	"PTP4A1"	"SLC29A2"
"M5"	"PTP4A1"	"SEC31A"
"M5"	"PTP4A1"	"ZNF420"
"M5"	"PTP4A1"	"LY9"
"M5"	"PTP4A1"	"STMN1"
"M5"	"PTP4A1"	"HIST2H2BE"
"M5"	"PTP4A1"	"PPEF2"
"M5"	"PTP4A1"	"GLT8D1"
"M5"	"PTP4A1"	"APOA1"
"M5"	"PTP4A1"	"TACR3"
"M5"	"PTP4A1"	"P2RX1"
"M5"	"PTP4A1"	"CCDC6"
"M5"	"PTP4A1"	"USP42"
"M5"	"PTP4A1"	"UTS2B"
